airlineEnglish,airlineKorean,airport,airportCode,city,cityCode,flightPurpose,internationalEddate,internationalFri,internationalIoType,internationalMon,internationalNum,internationalSat,internationalStdate,internationalSun,internationalThu,internationalTime,internationalTue,internationalWed
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-10-22T00:00:00+09:00,N,OUT,N,HZ5463,N,2019-04-02T00:00:00+09:00,N,N,1940,Y,N
SPRING AIRLINES,춘추항공,제주,CJU,난징(남경)/난징,NKG,여객기,2019-04-04T00:00:00+09:00,N,IN,N,9C6149,Y,2019-04-02T00:00:00+09:00,N,Y,2230,Y,N
MONGOLIAN,몽골항공,부산/김해,PUS,울란바토르,ULN,여객기,2019-08-14T00:00:00+09:00,N,IN,N,OM311,Y,2019-04-03T00:00:00+09:00,N,N,1830,N,N
MONGOLIAN,몽골항공,부산/김해,PUS,울란바토르,ULN,여객기,2019-08-14T00:00:00+09:00,N,OUT,N,OM312,Y,2019-04-03T00:00:00+09:00,N,N,1930,N,N
EASTAR JET,이스타항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-03T00:00:00+09:00,N,OUT,N,ZE783,N,2019-04-03T00:00:00+09:00,N,N,2340,N,Y
EASTAR JET,이스타항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-04T00:00:00+09:00,N,IN,N,ZE784,N,2019-04-04T00:00:00+09:00,N,Y,0500,N,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-10-24T00:00:00+09:00,N,IN,N,HZ5462,N,2019-04-04T00:00:00+09:00,N,Y,1125,N,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2019-10-24T00:00:00+09:00,N,OUT,N,HZ5463,N,2019-04-04T00:00:00+09:00,N,Y,1235,N,N
KOREAN AIR,대한항공,부산/김해,PUS,상해/푸동,PVG,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,KE835,Y,2019-04-04T00:00:00+09:00,N,Y,1550,N,N
CATHAY DRAGON AIR,케세이드래곤항공,제주,CJU,홍콩,HKG,여객기,2019-10-26T00:00:00+09:00,N,IN,N,KA326,Y,2019-04-04T00:00:00+09:00,N,Y,2015,N,N
KOREAN AIR,대한항공,부산/김해,PUS,상해/푸동,PVG,여객기,2019-10-26T00:00:00+09:00,N,IN,N,KE836,Y,2019-04-04T00:00:00+09:00,N,Y,2105,N,N
CATHAY DRAGON AIR,케세이드래곤항공,제주,CJU,홍콩,HKG,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,KA325,Y,2019-04-04T00:00:00+09:00,N,Y,2110,N,N
THAI AIRWAYS,타이항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-10-26T00:00:00+09:00,N,IN,N,TG650,Y,2019-04-06T00:00:00+09:00,N,N,0800,N,N
THAI AIRWAYS,타이항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,TG653,Y,2019-04-06T00:00:00+09:00,N,N,1055,N,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2019-04-28T00:00:00+09:00,N,OUT,N,9C8708,N,2019-04-07T00:00:00+09:00,Y,N,0730,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,블라디보스톡/블라디보스토크,VVO,여객기,2019-04-13T00:00:00+09:00,N,OUT,N,TW431,N,2019-04-07T00:00:00+09:00,Y,N,0755,N,N
AIR BUSAN,에어부산,부산/김해,PUS,울란바토르,ULN,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,BX411,N,2019-04-07T00:00:00+09:00,Y,N,0835,N,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2019-04-28T00:00:00+09:00,N,IN,N,9C8707,N,2019-04-07T00:00:00+09:00,Y,N,1320,N,N
AIR BUSAN,에어부산,부산/김해,PUS,울란바토르,ULN,여객기,2019-10-26T00:00:00+09:00,N,IN,N,BX412,N,2019-04-07T00:00:00+09:00,Y,N,1700,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,나고야,NGO,여객기,2019-04-26T00:00:00+09:00,Y,IN,N,TW244,N,2019-04-08T00:00:00+09:00,N,N,1230,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,나고야,NGO,여객기,2019-04-26T00:00:00+09:00,N,IN,N,TW244,N,2019-04-08T00:00:00+09:00,Y,N,1300,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,나고야,NGO,여객기,2019-04-26T00:00:00+09:00,N,IN,N,TW244,N,2019-04-08T00:00:00+09:00,N,N,1300,Y,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,나고야,NGO,여객기,2019-04-26T00:00:00+09:00,N,IN,N,TW244,N,2019-04-08T00:00:00+09:00,N,Y,1300,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,나고야,NGO,여객기,2019-04-26T00:00:00+09:00,Y,OUT,N,TW243,N,2019-04-08T00:00:00+09:00,N,N,1330,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,나고야,NGO,여객기,2019-04-26T00:00:00+09:00,N,OUT,N,TW243,N,2019-04-08T00:00:00+09:00,N,Y,1400,N,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,나고야,NGO,여객기,2019-04-26T00:00:00+09:00,N,OUT,N,TW243,N,2019-04-08T00:00:00+09:00,N,N,1500,Y,N
T'WAY AIR CO.LTD,티웨이항공,제주,CJU,나고야,NGO,여객기,2019-04-26T00:00:00+09:00,N,OUT,N,TW243,N,2019-04-08T00:00:00+09:00,Y,N,1600,N,N
T'WAY AIR CO.LTD,티웨이항공,무안,MWX,키타큐슈,KKJ,여객기,2019-04-08T00:00:00+09:00,N,OUT,Y,TW231,N,2019-04-08T00:00:00+09:00,N,N,2020,N,N
EASTAR JET,이스타항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-08T00:00:00+09:00,N,OUT,Y,ZE783,N,2019-04-08T00:00:00+09:00,N,N,2340,N,N
T'WAY AIR CO.LTD,티웨이항공,무안,MWX,키타큐슈,KKJ,여객기,2019-04-08T00:00:00+09:00,N,IN,Y,TW232,N,2019-04-08T00:00:00+09:00,N,N,2345,N,N
EASTAR JET,이스타항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-09T00:00:00+09:00,N,IN,N,ZE784,N,2019-04-09T00:00:00+09:00,N,N,0500,Y,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,9C8708,Y,2019-04-09T00:00:00+09:00,N,N,0730,Y,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,9C8708,N,2019-04-09T00:00:00+09:00,N,Y,0730,N,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2019-10-26T00:00:00+09:00,N,IN,N,9C8707,Y,2019-04-09T00:00:00+09:00,N,N,1320,Y,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2019-10-26T00:00:00+09:00,N,IN,N,9C8707,N,2019-04-09T00:00:00+09:00,N,Y,1335,N,N
JEJU AIR,제주항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-27T00:00:00+09:00,N,OUT,N,7C2677,N,2019-04-10T00:00:00+09:00,Y,Y,2245,N,N
JEJU AIR,제주항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-28T00:00:00+09:00,Y,IN,Y,7C2678,N,2019-04-11T00:00:00+09:00,N,N,0520,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,오사카/간사이,KIX,여객기,2019-07-22T00:00:00+09:00,N,OUT,N,TW287,Y,2019-04-12T00:00:00+09:00,N,Y,0740,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,삿포로,CTS,여객기,2019-04-13T00:00:00+09:00,Y,OUT,Y,TW261,Y,2019-04-12T00:00:00+09:00,Y,Y,0745,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-04-13T00:00:00+09:00,Y,OUT,Y,TW159,N,2019-04-12T00:00:00+09:00,N,N,2200,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-04-13T00:00:00+09:00,N,OUT,N,TW159,N,2019-04-12T00:00:00+09:00,N,N,2230,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-04-13T00:00:00+09:00,N,OUT,N,TW159,Y,2019-04-12T00:00:00+09:00,N,N,2230,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,세부,CEB,여객기,2019-04-13T00:00:00+09:00,Y,IN,Y,TW138,Y,2019-04-13T00:00:00+09:00,Y,Y,0640,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-04-13T00:00:00+09:00,N,IN,N,TW160,N,2019-04-13T00:00:00+09:00,N,Y,0800,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-04-13T00:00:00+09:00,N,IN,N,TW160,Y,2019-04-13T00:00:00+09:00,Y,N,0805,Y,N
OKAY AIRWAYS,오케이항공,제주,CJU,장사,CSX,여객기,2019-05-17T00:00:00+09:00,Y,IN,N,BK2723,N,2019-04-13T00:00:00+09:00,N,N,1630,N,N
OKAY AIRWAYS,오케이항공,제주,CJU,장사,CSX,여객기,2019-05-17T00:00:00+09:00,N,IN,Y,BK2723,N,2019-04-13T00:00:00+09:00,N,N,1700,N,N
OKAY AIRWAYS,오케이항공,제주,CJU,장사,CSX,여객기,2019-05-17T00:00:00+09:00,N,OUT,Y,BK2724,N,2019-04-13T00:00:00+09:00,N,N,1800,N,N
OKAY AIRWAYS,오케이항공,제주,CJU,장사,CSX,여객기,2019-05-17T00:00:00+09:00,Y,OUT,N,BK2724,N,2019-04-13T00:00:00+09:00,N,N,1835,N,N
EASTAR JET,이스타항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-04-13T00:00:00+09:00,N,OUT,N,ZE783,Y,2019-04-13T00:00:00+09:00,N,N,2340,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,하노이,HAN,여객기,2019-05-02T00:00:00+09:00,N,IN,N,TW142,N,2019-04-14T00:00:00+09:00,Y,N,0615,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,세부,CEB,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,TW138,Y,2019-04-14T00:00:00+09:00,N,Y,0640,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW150,N,2019-04-14T00:00:00+09:00,Y,N,0710,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,세부,CEB,여객기,2019-05-02T00:00:00+09:00,N,IN,N,TW138,N,2019-04-14T00:00:00+09:00,Y,N,0730,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,삿포로,CTS,여객기,2019-08-26T00:00:00+09:00,Y,OUT,Y,TW261,Y,2019-04-14T00:00:00+09:00,N,Y,0745,Y,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,블라디보스톡/블라디보스토크,VVO,여객기,2019-08-31T00:00:00+09:00,N,OUT,N,TW431,N,2019-04-14T00:00:00+09:00,Y,N,0800,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,삿포로,CTS,여객기,2019-05-02T00:00:00+09:00,N,OUT,N,TW261,N,2019-04-14T00:00:00+09:00,Y,N,0815,N,N
T'WAY AIR CO.LTD,티웨이항공,무안,MWX,키타큐슈,KKJ,여객기,2019-04-16T00:00:00+09:00,N,OUT,N,TW231,N,2019-04-14T00:00:00+09:00,Y,N,2020,N,N
T'WAY AIR CO.LTD,티웨이항공,무안,MWX,키타큐슈,KKJ,여객기,2019-04-16T00:00:00+09:00,N,IN,N,TW232,N,2019-04-14T00:00:00+09:00,Y,N,2345,N,N
KOREAN AIR,대한항공,제주,CJU,구이양,KWE,여객기,2019-04-20T00:00:00+09:00,N,OUT,N,KE871,Y,2019-04-17T00:00:00+09:00,N,N,2135,N,Y
KOREAN AIR,대한항공,제주,CJU,구이양,KWE,여객기,2019-04-21T00:00:00+09:00,N,IN,N,KE872,N,2019-04-18T00:00:00+09:00,Y,Y,0605,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,홍콩,HKG,여객기,2019-04-22T00:00:00+09:00,N,OUT,Y,TW9117,N,2019-04-18T00:00:00+09:00,N,Y,2310,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,홍콩,HKG,여객기,2019-04-23T00:00:00+09:00,Y,IN,N,TW9118,N,2019-04-19T00:00:00+09:00,N,N,0645,Y,N
KOREAN AIR,대한항공,대구,TAE,심양/선양,SHE,여객기,2019-04-25T00:00:00+09:00,N,OUT,Y,KE873,N,2019-04-22T00:00:00+09:00,N,Y,1000,N,N
KOREAN AIR,대한항공,대구,TAE,심양/선양,SHE,여객기,2019-04-25T00:00:00+09:00,N,IN,Y,KE874,N,2019-04-22T00:00:00+09:00,N,Y,1505,N,N
KOREAN AIR,대한항공,부산/김해,PUS,북경/베이징,PEK,여객기,2019-10-18T00:00:00+09:00,Y,OUT,Y,KE837,N,2019-04-22T00:00:00+09:00,N,N,2220,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,북경/베이징,PEK,여객기,2019-10-19T00:00:00+09:00,N,IN,N,KE838,Y,2019-04-23T00:00:00+09:00,N,Y,0630,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,카오슝/가오슝,KHH,여객기,2019-05-22T00:00:00+09:00,N,OUT,Y,BX7953,N,2019-04-26T00:00:00+09:00,N,Y,1405,N,N
CHINA EASTERN AIRLINES,중국동방항공,대구,TAE,위해/웨이하이,WEH,여객기,2019-04-28T00:00:00+09:00,Y,OUT,Y,MU2076,N,2019-04-26T00:00:00+09:00,Y,N,1440,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,카오슝/가오슝,KHH,여객기,2019-05-22T00:00:00+09:00,N,IN,Y,BX7963,N,2019-04-26T00:00:00+09:00,N,Y,2030,N,N
AIR BUSAN,에어부산,대구,TAE,다낭,DAD,여객기,2019-05-01T00:00:00+09:00,Y,OUT,N,BX7913,N,2019-04-26T00:00:00+09:00,N,N,2310,N,Y
AIR BUSAN,에어부산,대구,TAE,다낭,DAD,여객기,2019-05-02T00:00:00+09:00,N,IN,N,BX7923,Y,2019-04-27T00:00:00+09:00,N,Y,0605,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,북경/베이징,PEK,여객기,2019-10-26T00:00:00+09:00,Y,OUT,N,OZ313,Y,2019-04-28T00:00:00+09:00,N,N,0830,Y,Y
ASIANA AIRLINE,아시아나항공,청주,CJJ,북경/베이징,PEK,여객기,2019-10-26T00:00:00+09:00,Y,IN,N,OZ374,Y,2019-04-28T00:00:00+09:00,N,N,1355,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,나고야,NGO,여객기,2019-05-22T00:00:00+09:00,N,OUT,Y,BX1323,N,2019-04-28T00:00:00+09:00,N,Y,1400,N,N
AIR BUSAN,에어부산,부산/김해,PUS,나고야,NGO,여객기,2019-05-22T00:00:00+09:00,N,OUT,N,BX1323,Y,2019-04-28T00:00:00+09:00,Y,N,1430,N,N
ASIANA AIRLINE,아시아나항공,청주,CJJ,북경/베이징,PEK,여객기,2019-10-26T00:00:00+09:00,Y,OUT,N,OZ373,Y,2019-04-28T00:00:00+09:00,N,N,1455,Y,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,항조우/항저우,HGH,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,OZ329,N,2019-04-28T00:00:00+09:00,N,Y,1535,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,항조우/항저우,HGH,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,OZ329,N,2019-04-28T00:00:00+09:00,Y,N,1535,N,N
AIR BUSAN,에어부산,부산/김해,PUS,나고야,NGO,여객기,2019-05-22T00:00:00+09:00,N,IN,Y,BX1313,N,2019-04-28T00:00:00+09:00,N,Y,2005,N,N
AIR BUSAN,에어부산,부산/김해,PUS,나고야,NGO,여객기,2019-05-22T00:00:00+09:00,N,IN,N,BX1313,Y,2019-04-28T00:00:00+09:00,Y,N,2005,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,북경/베이징,PEK,여객기,2019-10-26T00:00:00+09:00,Y,IN,N,OZ314,Y,2019-04-28T00:00:00+09:00,N,N,2025,Y,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,항조우/항저우,HGH,여객기,2019-10-26T00:00:00+09:00,N,IN,N,OZ330,N,2019-04-28T00:00:00+09:00,Y,N,2025,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,항조우/항저우,HGH,여객기,2019-10-26T00:00:00+09:00,N,IN,N,OZ330,N,2019-04-28T00:00:00+09:00,N,Y,2035,N,N
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,심양/선양,SHE,여객기,2019-10-26T00:00:00+09:00,N,IN,N,CZ693,N,2019-04-28T00:00:00+09:00,Y,Y,2120,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-26T00:00:00+09:00,N,OUT,Y,OZ779,Y,2019-04-28T00:00:00+09:00,Y,N,2130,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-26T00:00:00+09:00,Y,OUT,N,OZ779,N,2019-04-28T00:00:00+09:00,N,Y,2135,Y,Y
AIR BUSAN,에어부산,부산/김해,PUS,세부,CEB,여객기,2019-05-22T00:00:00+09:00,N,OUT,N,BX7113,N,2019-04-28T00:00:00+09:00,Y,Y,2135,N,N
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,심양/선양,SHE,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,CZ694,N,2019-04-28T00:00:00+09:00,Y,Y,2220,N,N
JEJU AIR,제주항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-05-07T00:00:00+09:00,N,OUT,N,7C2677,Y,2019-04-28T00:00:00+09:00,Y,Y,2245,N,Y
JEJU AIR,제주항공,청주,CJJ,타이페이/타이베이,TPE,여객기,2019-05-08T00:00:00+09:00,Y,IN,Y,7C2678,N,2019-04-29T00:00:00+09:00,Y,Y,0520,N,N
AIR BUSAN,에어부산,부산/김해,PUS,세부,CEB,여객기,2019-05-23T00:00:00+09:00,Y,IN,Y,BX7123,N,2019-04-29T00:00:00+09:00,N,N,0630,N,N
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,Y,IN,N,OZ780,Y,2019-04-29T00:00:00+09:00,N,Y,0845,N,Y
ASIANA AIRLINE,아시아나항공,부산/김해,PUS,다낭,DAD,여객기,2019-10-27T00:00:00+09:00,N,IN,Y,OZ780,N,2019-04-29T00:00:00+09:00,Y,N,0845,Y,N
JEJU AIR,제주항공,무안,MWX,방콕/방콕/수완나품,BKK,여객기,2019-10-26T00:00:00+09:00,Y,IN,Y,7C2216,N,2019-05-01T00:00:00+09:00,Y,Y,0810,N,N
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-05-20T00:00:00+09:00,N,IN,N,HO1609,Y,2019-05-01T00:00:00+09:00,N,Y,0955,N,N
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-06-27T00:00:00+09:00,N,IN,N,HO1609,Y,2019-05-01T00:00:00+09:00,N,Y,1015,N,N
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-10-26T00:00:00+09:00,N,IN,Y,HO1609,N,2019-05-01T00:00:00+09:00,N,N,1035,N,N
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-05-20T00:00:00+09:00,N,OUT,N,HO1610,Y,2019-05-01T00:00:00+09:00,N,Y,1055,N,N
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-06-27T00:00:00+09:00,N,OUT,N,HO1610,Y,2019-05-01T00:00:00+09:00,N,Y,1115,N,N
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-10-26T00:00:00+09:00,N,OUT,Y,HO1610,N,2019-05-01T00:00:00+09:00,N,N,1135,N,N
CHINA EASTERN AIRLINES,중국동방항공,대구,TAE,위해/웨이하이,WEH,여객기,2019-06-09T00:00:00+09:00,Y,IN,Y,MU2075,N,2019-05-01T00:00:00+09:00,Y,N,1240,N,Y
CHINA EASTERN AIRLINES,중국동방항공,대구,TAE,위해/웨이하이,WEH,여객기,2019-06-09T00:00:00+09:00,Y,OUT,Y,MU2076,N,2019-05-01T00:00:00+09:00,Y,N,1340,N,Y
JEJU AIR,제주항공,무안,MWX,방콕/방콕/수완나품,BKK,여객기,2019-06-03T00:00:00+09:00,N,OUT,N,7C2215,Y,2019-05-01T00:00:00+09:00,Y,Y,2000,N,Y
JEJU AIR,제주항공,무안,MWX,방콕/방콕/수완나품,BKK,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,7C2215,Y,2019-05-01T00:00:00+09:00,Y,Y,2030,N,Y
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-10-26T00:00:00+09:00,N,IN,N,HO1609,N,2019-05-01T00:00:00+09:00,N,N,2135,Y,N
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,하얼빈,HRB,여객기,2019-05-15T00:00:00+09:00,N,IN,N,CZ8405,N,2019-05-01T00:00:00+09:00,N,N,2135,N,Y
JUNEYAO AIRLINES,중국길상항공(준야오항공),제주,CJU,난징(남경)/난징,NKG,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,HO1610,N,2019-05-01T00:00:00+09:00,N,N,2235,Y,N
CHINA SOUTHERN AIRLINES,중국남방항공,제주,CJU,하얼빈,HRB,여객기,2019-05-15T00:00:00+09:00,N,OUT,N,CZ8406,N,2019-05-01T00:00:00+09:00,N,N,2235,N,Y
SILK AIR,실크에어,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2019-10-27T00:00:00+09:00,N,IN,N,MI876,Y,2019-05-02T00:00:00+09:00,Y,Y,0700,Y,N
JEJU AIR,제주항공,무안,MWX,방콕/방콕/수완나품,BKK,여객기,2019-06-03T00:00:00+09:00,Y,IN,Y,7C2216,N,2019-05-02T00:00:00+09:00,Y,Y,0740,N,N
SILK AIR,실크에어,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2019-10-27T00:00:00+09:00,N,OUT,N,MI875,N,2019-05-02T00:00:00+09:00,N,N,0800,Y,N
SILK AIR,실크에어,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2019-10-27T00:00:00+09:00,N,OUT,N,MI875,Y,2019-05-02T00:00:00+09:00,Y,Y,0830,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,하노이,HAN,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW142,N,2019-05-03T00:00:00+09:00,Y,N,0555,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,세부,CEB,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW138,N,2019-05-03T00:00:00+09:00,Y,N,0640,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,삿포로,CTS,여객기,2019-08-26T00:00:00+09:00,N,OUT,N,TW261,N,2019-05-03T00:00:00+09:00,Y,N,0745,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW160,N,2019-05-03T00:00:00+09:00,N,Y,0800,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-10-27T00:00:00+09:00,N,IN,N,TW160,Y,2019-05-03T00:00:00+09:00,Y,N,0805,Y,N
JEJU AIR,제주항공,부산/김해,PUS,삿포로,CTS,여객기,2019-09-27T00:00:00+09:00,N,OUT,N,7C1956,Y,2019-05-03T00:00:00+09:00,Y,Y,1030,N,Y
JEJU AIR,제주항공,부산/김해,PUS,삿포로,CTS,여객기,2019-09-27T00:00:00+09:00,Y,OUT,Y,7C1956,N,2019-05-03T00:00:00+09:00,N,N,1100,Y,N
JEJU AIR,제주항공,부산/김해,PUS,삿포로,CTS,여객기,2019-09-27T00:00:00+09:00,N,IN,N,7C1955,Y,2019-05-03T00:00:00+09:00,Y,Y,1835,N,Y
JEJU AIR,제주항공,부산/김해,PUS,삿포로,CTS,여객기,2019-09-27T00:00:00+09:00,Y,IN,Y,7C1955,N,2019-05-03T00:00:00+09:00,N,N,1835,Y,N
JEJU AIR,제주항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-07-04T00:00:00+09:00,Y,OUT,Y,7C2251,Y,2019-05-03T00:00:00+09:00,Y,Y,2025,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-07-04T00:00:00+09:00,Y,OUT,Y,7C2451,Y,2019-05-03T00:00:00+09:00,Y,N,2135,N,Y
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-07-04T00:00:00+09:00,N,OUT,N,7C2451,N,2019-05-03T00:00:00+09:00,N,N,2135,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-07-16T00:00:00+09:00,Y,OUT,Y,TW159,N,2019-05-03T00:00:00+09:00,N,N,2200,N,N
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-07-04T00:00:00+09:00,N,OUT,N,7C2451,N,2019-05-03T00:00:00+09:00,N,Y,2205,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,TW159,Y,2019-05-03T00:00:00+09:00,N,N,2230,N,N
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-07-04T00:00:00+09:00,N,IN,N,7C2452,N,2019-05-04T00:00:00+09:00,N,N,0700,N,Y
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-07-04T00:00:00+09:00,Y,IN,N,7C2452,N,2019-05-04T00:00:00+09:00,N,N,0730,N,N
JEJU AIR,제주항공,부산/김해,PUS,세부,CEB,여객기,2019-07-04T00:00:00+09:00,N,IN,Y,7C2452,Y,2019-05-04T00:00:00+09:00,Y,Y,0730,Y,N
JEJU AIR,제주항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2019-10-27T00:00:00+09:00,Y,IN,Y,7C2252,Y,2019-05-04T00:00:00+09:00,Y,Y,0935,Y,Y
JEJU AIR,제주항공,부산/김해,PUS,후쿠오카,FUK,여객기,2019-10-26T00:00:00+09:00,N,IN,N,7C1451,N,2019-05-04T00:00:00+09:00,N,N,1005,Y,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-10-26T00:00:00+09:00,N,OUT,N,7C1154,N,2019-05-04T00:00:00+09:00,N,N,1055,Y,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-10-26T00:00:00+09:00,N,IN,N,7C1153,N,2019-05-04T00:00:00+09:00,N,N,1630,Y,N
